,lot_area,overall_qual,total_bsmt_sf,heating_qc,electrical,gr_liv_area,full_bath,kitchen_qual,functional,fireplaces,fireplace_qu,garage_area,saleprice,house_age,lot_is_reg_inside,land_is_gtl_lvl,location_is_normal,neighborhood_zone_blmngtn_rm,neighborhood_zone_blueste_rm,neighborhood_zone_brdale_rm,neighborhood_zone_brkside_rl,neighborhood_zone_brkside_rm,neighborhood_zone_clearcr_rl,neighborhood_zone_collgcr_rl,neighborhood_zone_collgcr_rm,neighborhood_zone_crawfor_rl,neighborhood_zone_crawfor_rm,neighborhood_zone_edwards_rl,neighborhood_zone_edwards_rm,neighborhood_zone_gilbert_rl,neighborhood_zone_greens_rl,neighborhood_zone_grnhill_rm,neighborhood_zone_idotrr_rm,neighborhood_zone_meadowv_rm,neighborhood_zone_mitchel_rl,neighborhood_zone_mitchel_rm,neighborhood_zone_names_rl,neighborhood_zone_npkvill_rl,neighborhood_zone_nwames_rl,neighborhood_zone_noridge_rl,neighborhood_zone_nridght_rl,neighborhood_zone_nridght_rm,neighborhood_zone_oldtown_rl,neighborhood_zone_oldtown_rm,neighborhood_zone_swisu_rl,neighborhood_zone_sawyerw_rl,neighborhood_zone_sawyer_rl,neighborhood_zone_sawyer_rm,neighborhood_zone_somerst_rl,neighborhood_zone_stonebr_rl,neighborhood_zone_timber_rl,neighborhood_zone_veenker_rl,hse_style_type_1.5fin_sing_fam,hse_style_type_1.5fin_twnhse,hse_style_type_1.5unf_sing_fam,hse_style_type_1story_duplex,hse_style_type_1story_sing_fam,hse_style_type_1story_twnhse,hse_style_type_2.5fin_sing_fam,hse_style_type_2.5unf_duplex,hse_style_type_2.5unf_sing_fam,hse_style_type_2story_duplex,hse_style_type_2story_sing_fam,hse_style_type_2story_twnhse,hse_style_type_sfoyer_duplex,hse_style_type_sfoyer_sing_fam,hse_style_type_sfoyer_twnhse,hse_style_type_slvl_duplex,hse_style_type_slvl_sing_fam,hse_style_type_slvl_twnhse,roof_is_compshg_gable,exter_qual_cond,bsmt_qual_cond,garage_qual_cond,is_paved,has_ctrl_aircon,has_paved_drive,has_fence,has_wood_deck,has_open_porch
1103,8400,7,1473.0,5,5,1484,2,4,8,0,0,606.0,213000,17,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1104,3874,8,1226.0,3,5,1226,1,4,8,1,2,484.0,190000,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1105,8076,6,1160.0,4,5,1169,2,3,8,1,3,402.0,183500,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,1,1,0
1106,10090,7,725.0,3,5,1651,2,3,8,2,3,276.0,172000,58,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.0,3.0,3.0,1,1,1,1,0,0
1107,8877,4,816.0,5,5,816,1,3,8,1,4,288.0,100000,83,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,2.0,1,1,1,0,1,1
1108,11058,7,1564.0,5,5,1564,2,4,8,0,0,814.0,218836,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1110,10936,7,1510.0,5,5,1525,2,4,8,1,4,534.0,206580,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1111,8461,6,728.0,5,5,1456,2,4,8,1,4,390.0,163990,16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1112,7518,5,396.0,4,5,1330,1,3,8,0,0,390.0,116500,111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,2.0,3.0,1,1,0,1,1,0
1113,8010,7,840.0,5,5,1720,2,4,8,1,4,400.0,188000,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1114,10050,5,793.0,5,5,1280,2,3,8,1,3,432.0,175000,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,0,0
1115,4740,8,1166.0,4,5,1179,2,3,8,0,0,480.0,182000,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1116,6978,5,850.0,3,5,960,1,3,8,0,0,576.0,103000,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,1,1,1,0,1,1
1118,9240,6,988.0,3,5,988,2,4,8,0,0,297.0,149500,62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.0,3.0,1,1,1,0,0,1
1119,2304,7,1061.0,3,5,1055,2,3,8,0,0,319.0,142500,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,0,0,0
1120,7223,5,1290.0,3,5,1422,1,3,8,0,0,352.0,136500,95,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,1,1,1,1,1,1
1122,12680,7,1675.0,5,5,1688,2,5,8,1,5,528.0,226500,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,4.0,3.0,1,1,1,0,1,0
1123,10176,7,1300.0,4,5,1341,1,4,8,1,1,506.0,171500,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,0,0,1
1124,10780,5,911.0,4,5,954,1,3,8,0,0,576.0,132500,45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.0,3.0,3.0,1,1,1,0,1,1
1127,8400,6,1319.0,3,5,1537,1,4,8,1,4,462.0,174000,59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,1,1,1,1,1,0
1128,15428,5,884.0,5,5,884,1,3,8,0,0,270.0,142000,70,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,1,1,1,0,1,1
1131,3964,6,942.0,4,5,2521,2,3,4,1,4,576.0,151400,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,1,0,0
1132,11428,8,1626.0,5,5,1634,2,4,8,1,4,866.0,250000,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1135,9000,6,1216.0,3,5,1216,1,3,8,0,0,336.0,113000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,1,1,1
1136,8089,8,1419.0,5,5,1419,2,4,8,1,4,567.0,392000,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,1
1137,9400,6,945.0,3,5,980,2,3,8,0,0,0.0,127500,46,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,4.0,0.0,1,1,1,0,1,1
1142,15676,8,2014.0,4,5,2014,2,4,4,2,4,864.0,275000,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,3.0,1,1,1,1,0,1
1143,9950,7,1203.0,5,5,2520,2,4,8,1,3,721.0,290000,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1144,15410,6,1208.0,5,5,1494,2,3,8,2,2,461.0,169000,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.0,3.0,1,1,1,1,0,1
1145,6000,5,616.0,4,5,616,1,3,8,0,0,205.0,89000,100,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,1,1
1146,8402,6,789.0,4,5,1465,2,3,8,1,4,393.0,180400,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,0,1,0
1148,10150,5,912.0,5,4,912,1,3,8,0,0,275.0,114500,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,1,1
1149,10084,7,1552.0,5,5,1552,2,4,8,0,0,782.0,212900,16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1150,16285,7,1413.0,5,5,1430,2,4,8,0,0,605.0,187100,20,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1153,8320,7,770.0,5,5,1582,2,4,8,0,0,520.0,185900,17,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1156,6600,5,816.0,5,5,816,1,4,8,1,5,264.0,130500,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,1,1,1,1,1,1
1159,8967,5,961.0,4,1,1077,1,3,3,0,0,338.0,67000,101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,1.5,1.0,1,1,0,0,1,1
1160,10562,8,1582.0,5,5,2161,1,5,8,1,4,789.0,325624,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,4.0,3.0,1,1,1,0,0,0
1161,12864,7,1409.0,5,5,1409,1,4,8,1,4,576.0,245000,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1162,13695,5,1114.0,5,5,1114,1,4,8,0,0,576.0,159000,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,1,0
1163,10289,5,1073.0,3,5,1073,1,3,8,0,0,515.0,156000,56,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,1,1,1,0,1,1
1165,11120,6,1232.0,3,5,1232,2,3,8,0,0,516.0,162500,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,0,1,1
1166,9069,6,1344.0,4,5,1440,2,4,8,0,0,920.0,224500,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,3.5,3.0,1,1,1,0,0,1
1168,7875,7,783.0,5,5,1509,2,4,8,1,4,393.0,180000,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1169,6600,5,845.0,4,5,845,1,4,8,0,0,264.0,134500,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,1,1
1171,9150,6,1099.0,4,5,1431,1,3,8,1,4,296.0,165000,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.5,3.0,1,1,1,0,0,0
1172,7150,5,892.0,3,5,892,1,3,8,0,0,288.0,100000,54,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,1,1,1
1173,12285,7,1329.0,4,5,1329,1,3,8,2,4,441.0,176000,61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,1,1
1174,17920,5,1763.0,3,5,1779,1,3,8,1,4,454.0,170000,66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,1,1,1,0,1,0
1175,3684,7,1373.0,5,5,1555,2,4,8,1,3,660.0,174000,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.0,1,1,1,0,0,0
1176,7006,6,768.0,3,5,1236,2,3,8,1,4,384.0,127000,96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,1,1,1
1177,8390,7,831.0,5,5,1651,2,3,8,1,3,450.0,185900,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,0,1,0
1178,5784,5,190.0,4,4,886,1,3,8,0,0,273.0,91300,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.5,3.0,1,1,1,0,0,0
1179,9135,6,1682.0,5,5,1700,2,4,8,0,0,544.0,200000,18,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1180,10496,6,1040.0,5,5,1846,2,3,8,1,4,315.0,143000,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,1,1,1
1181,13650,5,1052.0,5,5,1920,2,4,8,1,4,451.0,172500,63,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,1,1,1,0,1,1
1182,8308,4,1088.0,3,5,1088,1,3,8,0,0,520.0,110000,58,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.0,3.0,1,1,0,0,1,1
1183,9450,4,1040.0,3,5,1362,1,3,8,1,4,768.0,140000,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,1,1,1
1184,9317,6,1314.0,4,5,1314,2,4,8,1,4,440.0,176432,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,1,0
1185,7153,6,1278.0,4,5,1294,2,4,8,0,0,496.0,179200,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,1,0,0
1186,8814,7,1274.0,5,5,1274,2,4,8,0,0,508.0,203000,16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.0,1,1,1,0,0,0
1187,9849,7,1689.0,5,5,1689,2,4,8,0,0,954.0,248328,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.0,1,1,1,0,1,0
1188,14463,9,1641.0,5,5,1641,2,5,8,0,0,885.0,316500,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,3.0,1,1,1,0,1,0
1189,5190,7,570.0,3,5,1079,1,3,8,1,4,249.0,125600,73,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,0,0,1
1190,9750,5,984.0,4,5,984,1,2,8,0,0,308.0,110000,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,0,0,1,1
1191,6000,4,960.0,4,4,960,1,2,8,0,0,308.0,108500,101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,1,1,1,0,1,1
1193,11851,5,1027.0,5,5,1633,1,4,8,1,4,240.0,129000,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,3.0,3.0,1,1,1,0,1,0
1194,13811,6,1112.0,4,5,1137,2,4,8,1,3,551.0,176000,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,3.0,1,1,1,0,0,1
1195,10143,6,1380.0,2,5,1380,1,3,8,0,0,364.0,154000,58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,1,1,1,1,1,1
1196,18265,6,1256.0,5,5,1256,2,4,8,1,2,578.0,180000,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,3.0,1,1,1,0,0,1
1197,4224,5,1142.0,3,5,1142,1,3,8,1,1,528.0,134000,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,1,0,0
1198,12615,6,1202.0,3,5,2158,2,4,8,1,4,576.0,243000,71,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.5,3.0,1,1,1,1,1,0
1199,14536,8,1616.0,5,5,1629,2,4,8,1,4,808.0,270000,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.0,1,1,1,0,1,0
